IL33,interleukin 33,down,NA
TNFSF18,TNF superfamily member 18,down,NA
USPL1,ubiquitin specific peptidase like 1,up,NA
RAD23A,"RAD23 homolog A, nucleotide excision repair protein",up,NA
LTBR,lymphotoxin beta receptor,up,NA
ACTR2,actin related protein 2,down,NA
MZB1,marginal zone B and B1 cell specific protein,up,NA
OR11L1,olfactory receptor family 11 subfamily L member 1,down,NA
GPI,glucose-6-phosphate isomerase,up,NA
SGTA,small glutamine rich tetratricopeptide repeat containing alpha,up,NA
QSOX2,quiescin sulfhydryl oxidase 2,down,NA
SSH1,slingshot protein phosphatase 1,down,NA
PSME2,proteasome activator subunit 2,up,NA
CLCN6,chloride voltage-gated channel 6,down,NA
TEK,TEK receptor tyrosine kinase,down,NA
CNIH4,cornichon family AMPA receptor auxiliary protein 4,up,NA
MAP7D1,MAP7 domain containing 1,up,NA
ZNF660,zinc finger protein 660,down,NA
TSPAN31,tetraspanin 31,up,NA
AMFR,autocrine motility factor receptor,up,NA
NBEA,neurobeachin,down,NA
GPATCH2L,G-patch domain containing 2 like,down,NA
TBX3,T-box transcription factor 3,down,NA
PSMD4,"proteasome 26S subunit, non-ATPase 4",up,NA
OXTR,oxytocin receptor,down,NA
HEXIM2,HEXIM P-TEFb complex subunit 2,down,NA
RPL36A,ribosomal protein L36a,up,NA
PML,promyelocytic leukemia,up,NA
AGER,advanced glycosylation end-product specific receptor,up,NA
NUDT21,nudix hydrolase 21,down,NA
SLC25A37,solute carrier family 25 member 37,up,NA
MTA2,metastasis associated 1 family member 2,up,NA
OLFML2A,olfactomedin like 2A,up,NA
BNIPL,BCL2 interacting protein like,up,NA
KDR,kinase insert domain receptor,down,NA
BCL2L2,BCL2 like 2,down,NA
ROCK2,Rho associated coiled-coil containing protein kinase 2,down,NA
CCNYL1,cyclin Y like 1,down,NA
GARS,glycyl-tRNA synthetase,up,NA
KLHL5,kelch like family member 5,down,NA
FAM81B,family with sequence similarity 81 member B,down,NA
MKLN1,muskelin 1,up,NA
ATL1,atlastin GTPase 1,down,NA
YKT6,YKT6 v-SNARE homolog,up,NA
VHL,von Hippel-Lindau tumor suppressor,down,NA
PLXNA2,plexin A2,down,NA
M6PR,"mannose-6-phosphate receptor, cation dependent",up,NA
DNAJC1,DnaJ heat shock protein family (Hsp40) member C1,up,NA
RP2,RP2 activator of ARL3 GTPase,down,NA
COMMD3,COMM domain containing 3,up,NA
DDX21,DExD-box helicase 21,down,NA
HOOK2,hook microtubule tethering protein 2,up,NA
PSMD3,"proteasome 26S subunit, non-ATPase 3",up,NA
MROH1,maestro heat like repeat family member 1,up,NA
RAB34,"RAB34, member RAS oncogene family",up,NA
NFKBIB,NFKB inhibitor beta,up,NA
HCST,hematopoietic cell signal transducer,up,NA
ZNF229,zinc finger protein 229,down,NA
PDE6D,phosphodiesterase 6D,up,NA
UFC1,ubiquitin-fold modifier conjugating enzyme 1,up,NA
HADHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,up,NA
APP,amyloid beta precursor protein,down,NA
RAD23B,"RAD23 homolog B, nucleotide excision repair protein",down,NA
PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,down,NA
E2F1,E2F transcription factor 1,up,NA
FGD5,"FYVE, RhoGEF and PH domain containing 5",down,NA
RFXANK,regulatory factor X associated ankyrin containing protein,up,NA
DRAP1,DR1 associated protein 1,up,NA
DOCK9,dedicator of cytokinesis 9,down,NA
BPTF,bromodomain PHD finger transcription factor,down,NA
WWC1,WW and C2 domain containing 1,down,NA
NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,up,NA
ZNF776,zinc finger protein 776,down,NA
CBR1,carbonyl reductase 1,up,NA
VPS13A,vacuolar protein sorting 13 homolog A,down,NA
NAGLU,N-acetyl-alpha-glucosaminidase,up,NA
PARD3B,par-3 family cell polarity regulator beta,down,NA
TDRP,testis development related protein,down,NA
DRG1,developmentally regulated GTP binding protein 1,up,NA
ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6,up,NA
PXMP4,peroxisomal membrane protein 4,up,NA
GTF2IRD2B,GTF2I repeat domain containing 2B,up,NA
CDC34,cell division cycle 34,up,NA
ATMIN,ATM interactor,up,NA
FUZ,fuzzy planar cell polarity protein,up,NA
UNC45A,unc-45 myosin chaperone A,up,NA
USP10,ubiquitin specific peptidase 10,down,NA
CDK17,cyclin dependent kinase 17,down,NA
STX10,syntaxin 10,up,NA
NRBP1,nuclear receptor binding protein 1,up,NA
CLEC11A,C-type lectin domain containing 11A,up,NA
TTC37,tetratricopeptide repeat domain 37,down,NA
GPX4,glutathione peroxidase 4,up,NA
ARSK,arylsulfatase family member K,down,NA
EML3,EMAP like 3,up,NA
ITGB1,integrin subunit beta 1,down,NA
CBWD1,COBW domain containing 1,down,NA
DCDC2,doublecortin domain containing 2,down,NA
SLC4A2,solute carrier family 4 member 2,up,NA
NBPF14,NBPF member 14,up,NA
YAP1,Yes associated protein 1,down,NA
CAMTA1,calmodulin binding transcription activator 1,down,NA
NFAT5,nuclear factor of activated T cells 5,down,NA
FAM234A,family with sequence similarity 234 member A,up,NA
VASN,vasorin,up,NA
KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1,down,NA
INPP5K,inositol polyphosphate-5-phosphatase K,up,NA
MRPL44,mitochondrial ribosomal protein L44,up,NA
HELZ,helicase with zinc finger,down,NA
ZFP91,ZFP91 zinc finger protein,down,NA
MRPL19,mitochondrial ribosomal protein L19,down,NA
PARP9,poly(ADP-ribose) polymerase family member 9,up,NA
FBXO32,F-box protein 32,up,NA
RTCA,RNA 3'-terminal phosphate cyclase,down,NA
PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B,up,NA
FBF1,Fas binding factor 1,up,NA
PCDH9,protocadherin 9,down,NA
PSMB1,proteasome subunit beta 1,up,NA
PGRMC1,progesterone receptor membrane component 1,down,NA
KLHDC8B,kelch domain containing 8B,up,NA
PLEKHM2,pleckstrin homology and RUN domain containing M2,up,NA
CNST,"consortin, connexin sorting protein",down,NA
RHCE,Rh blood group CcEe antigens,up,NA
SCAND1,SCAN domain containing 1,up,NA
RETREG1,reticulophagy regulator 1,down,NA
SLC20A1,solute carrier family 20 member 1,up,NA
FAM177A1,family with sequence similarity 177 member A1,down,NA
CALR,calreticulin,up,NA
ADHFE1,alcohol dehydrogenase iron containing 1,up,NA
ZNF511,zinc finger protein 511,up,NA
SPTSSA,serine palmitoyltransferase small subunit A,down,NA
RNF145,ring finger protein 145,up,NA
MRPL9,mitochondrial ribosomal protein L9,up,NA
C19orf53,chromosome 19 open reading frame 53,up,NA
DECR2,"2,4-dienoyl-CoA reductase 2",up,NA
KMT2E,lysine methyltransferase 2E,down,NA
DLG4,discs large MAGUK scaffold protein 4,up,NA
LILRA4,leukocyte immunoglobulin like receptor A4,down,NA
SEPTIN2,septin 2,down,NA
RBM6,RNA binding motif protein 6,up,NA
MAP2K7,mitogen-activated protein kinase kinase 7,up,NA
ETFB,electron transfer flavoprotein subunit beta,up,NA
NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,up,NA
TCF19,transcription factor 19,down,NA
CARS,cysteinyl-tRNA synthetase,up,NA
COG4,component of oligomeric golgi complex 4,up,NA
PCF11,PCF11 cleavage and polyadenylation factor subunit,down,NA
SEC11A,"SEC11 homolog A, signal peptidase complex subunit",down,NA
CC2D1A,coiled-coil and C2 domain containing 1A,up,NA
NUDT16,nudix hydrolase 16,down,NA
EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,up,NA
DCXR,dicarbonyl and L-xylulose reductase,up,NA
ZNF358,zinc finger protein 358,up,NA
KSR1,kinase suppressor of ras 1,down,NA
UGT2B28,UDP glucuronosyltransferase family 2 member B28,down,NA
NT5DC2,5'-nucleotidase domain containing 2,up,NA
SLC9A6,solute carrier family 9 member A6,down,NA
CD34,CD34 molecule,down,NA
PAPPA,pappalysin 1,down,NA
LYRM4,LYR motif containing 4,up,NA
GGCT,gamma-glutamylcyclotransferase,up,NA
TMEM50A,transmembrane protein 50A,down,NA
BLVRB,biliverdin reductase B,up,NA
PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",up,NA
INTS1,integrator complex subunit 1,up,NA
GPATCH11,G-patch domain containing 11,down,NA
TAPT1,transmembrane anterior posterior transformation 1,down,NA
SLC25A43,solute carrier family 25 member 43,down,NA
NFIB,nuclear factor I B,down,NA
GIPC1,GIPC PDZ domain containing family member 1,up,NA
SGMS1,sphingomyelin synthase 1,down,NA
TRIM10,tripartite motif containing 10,down,NA
CAPZA1,capping actin protein of muscle Z-line subunit alpha 1,up,NA
SLAIN2,SLAIN motif family member 2,down,NA
TNFRSF14,TNF receptor superfamily member 14,up,NA
LIMS3,LIM zinc finger domain containing 3,down,NA
PKD1,"polycystin 1, transient receptor potential channel interacting",up,NA
RALBP1,ralA binding protein 1,down,NA
C1orf52,chromosome 1 open reading frame 52,down,NA
MIB2,mindbomb E3 ubiquitin protein ligase 2,up,NA
NEK7,NIMA related kinase 7,down,NA
IMMP2L,inner mitochondrial membrane peptidase subunit 2,down,NA
ZNF273,zinc finger protein 273,down,NA
COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,up,NA
MDK,midkine,up,NA
TCHH,trichohyalin,down,NA
PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",down,NA
KAT5,lysine acetyltransferase 5,up,NA
GLUL,glutamate-ammonia ligase,down,NA
PCMTD2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2,down,NA
DCAF8,DDB1 and CUL4 associated factor 8,up,NA
ERP29,endoplasmic reticulum protein 29,up,NA
LMF2,lipase maturation factor 2,up,NA
TNFSF13,TNF superfamily member 13,down,NA
TTLL3,tubulin tyrosine ligase like 3,up,NA
TEX9,testis expressed 9,down,NA
H2AFX,H2A histone family member X,up,NA
PSRC1,proline and serine rich coiled-coil 1,down,NA
KCTD18,potassium channel tetramerization domain containing 18,down,NA
RNF169,ring finger protein 169,up,NA
CCAR1,cell division cycle and apoptosis regulator 1,down,NA
RNF43,ring finger protein 43,down,NA
TMEM8A,transmembrane protein 8A,up,NA
AC000093.1,novel transcript,up,NA
HDAC6,histone deacetylase 6,up,NA
MRPS16,mitochondrial ribosomal protein S16,up,NA
DDX24,DEAD-box helicase 24,up,NA
MYLK4,myosin light chain kinase family member 4,down,NA
ZMYND12,zinc finger MYND-type containing 12,down,NA
UBALD1,UBA like domain containing 1,up,NA
NTRK1,neurotrophic receptor tyrosine kinase 1,up,NA
OSTF1,osteoclast stimulating factor 1,down,NA
NAP1L3,nucleosome assembly protein 1 like 3,down,NA
NFKB2,nuclear factor kappa B subunit 2,up,NA
EPSTI1,epithelial stromal interaction 1,up,NA
UFM1,ubiquitin fold modifier 1,down,NA
RAB33A,"RAB33A, member RAS oncogene family",up,NA
AFF3,AF4/FMR2 family member 3,down,NA
MCTP2,multiple C2 and transmembrane domain containing 2,up,NA
SUSD1,sushi domain containing 1,down,NA
TMEM50B,transmembrane protein 50B,up,NA
ATG7,autophagy related 7,up,NA
AKT1S1,AKT1 substrate 1,up,NA
AP1S2,adaptor related protein complex 1 subunit sigma 2,down,NA
CORO1B,coronin 1B,up,NA
ESYT1,extended synaptotagmin 1,up,NA
ZNF787,zinc finger protein 787,up,NA
DCLRE1A,DNA cross-link repair 1A,down,NA
MICALL2,MICAL like 2,up,NA
STN1,STN1 subunit of CST complex,up,NA
AFG3L2,AFG3 like matrix AAA peptidase subunit 2,up,NA
MRPL41,mitochondrial ribosomal protein L41,up,NA
HPN,hepsin,up,NA
ZNHIT1,zinc finger HIT-type containing 1,up,NA
ZCCHC24,zinc finger CCHC-type containing 24,down,NA
ZBTB49,zinc finger and BTB domain containing 49,up,NA
SRSF7,serine and arginine rich splicing factor 7,up,NA
PAWR,pro-apoptotic WT1 regulator,down,NA
PLS3,plastin 3,down,NA
RSRP1,arginine and serine rich protein 1,down,NA
BBIP1,BBSome interacting protein 1,down,NA
POLR2L,RNA polymerase II subunit L,up,NA
RIC1,"RIC1 homolog, RAB6A GEF complex partner 1",down,NA
MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like,down,NA
LZTR1,leucine zipper like transcription regulator 1,up,NA
ARPC5L,actin related protein 2/3 complex subunit 5 like,up,NA
PRPS2,phosphoribosyl pyrophosphate synthetase 2,down,NA
FUBP1,far upstream element binding protein 1,down,NA
PSME1,proteasome activator subunit 1,up,NA
CCDC68,coiled-coil domain containing 68,down,NA
MRPL27,mitochondrial ribosomal protein L27,up,NA
DPP9,dipeptidyl peptidase 9,up,NA
IDH3A,isocitrate dehydrogenase (NAD(+)) 3 alpha,down,NA
CD2AP,CD2 associated protein,down,NA
EPB41L2,erythrocyte membrane protein band 4.1 like 2,down,NA
ZDHHC24,zinc finger DHHC-type containing 24,up,NA
FAM71F1,family with sequence similarity 71 member F1,down,NA
IGFBP5,insulin like growth factor binding protein 5,down,NA
IBA57,iron-sulfur cluster assembly factor IBA57,up,NA
SCRN3,secernin 3,down,NA
COTL1,coactosin like F-actin binding protein 1,up,NA
GASK1B,golgi associated kinase 1B,down,NA
PBRM1,polybromo 1,down,NA
KLF13,Kruppel like factor 13,down,NA
ACO1,aconitase 1,up,NA
CUL9,cullin 9,up,NA
MYOF,myoferlin,down,NA
IFT88,intraflagellar transport 88,down,NA
MYL6B,myosin light chain 6B,up,NA
FBXL20,F-box and leucine rich repeat protein 20,up,NA
YIPF4,Yip1 domain family member 4,up,NA
ZNF334,zinc finger protein 334,down,NA
GLRA4,glycine receptor alpha 4,down,NA
CLIP1,CAP-Gly domain containing linker protein 1,down,NA
BPIFB3,BPI fold containing family B member 3,down,NA
HCFC1,host cell factor C1,up,NA
ACTR1A,actin related protein 1A,up,NA
NXF3,nuclear RNA export factor 3,down,NA
STXBP6,syntaxin binding protein 6,down,NA
USP34,ubiquitin specific peptidase 34,down,NA
TTPAL,alpha tocopherol transfer protein like,down,NA
ARRDC2,arrestin domain containing 2,up,NA
LPCAT3,lysophosphatidylcholine acyltransferase 3,up,NA
STUB1,STIP1 homology and U-box containing protein 1,up,NA
ZNF185,zinc finger protein 185 with LIM domain,down,NA
GNS,glucosamine (N-acetyl)-6-sulfatase,up,NA
GPR137,G protein-coupled receptor 137,up,NA
PUM2,pumilio RNA binding family member 2,down,NA
HEATR5B,HEAT repeat containing 5B,down,NA
VPS41,VPS41 subunit of HOPS complex,down,NA
TIMP1,TIMP metallopeptidase inhibitor 1,up,NA
GNAZ,G protein subunit alpha z,down,NA
ZNF665,zinc finger protein 665,down,NA
ACIN1,apoptotic chromatin condensation inducer 1,up,NA
PLBD2,phospholipase B domain containing 2,up,NA
NME4,NME/NM23 nucleoside diphosphate kinase 4,up,NA
ATG4C,autophagy related 4C cysteine peptidase,down,NA
ASMTL,acetylserotonin O-methyltransferase like,up,NA
PLEKHA2,pleckstrin homology domain containing A2,up,NA
GOLGB1,golgin B1,up,NA
SIGLEC12,sialic acid binding Ig like lectin 12 (gene/pseudogene),down,NA
MPDU1,mannose-P-dolichol utilization defect 1,up,NA
PCED1B,PC-esterase domain containing 1B,down,NA
CISH,cytokine inducible SH2 containing protein,up,NA
SLC2A1,solute carrier family 2 member 1,up,NA
CDC25B,cell division cycle 25B,up,NA
C19orf54,chromosome 19 open reading frame 54,up,NA
IGF2BP3,insulin like growth factor 2 mRNA binding protein 3,down,NA
NAP1L5,nucleosome assembly protein 1 like 5,down,NA
SNX17,sorting nexin 17,up,NA
TIMM17B,translocase of inner mitochondrial membrane 17B,up,NA
SPNS3,sphingolipid transporter 3 (putative),down,NA
APRT,adenine phosphoribosyltransferase,up,NA
SKIV2L,Ski2 like RNA helicase,up,NA
ILKAP,ILK associated serine/threonine phosphatase,up,NA
TPGS1,tubulin polyglutamylase complex subunit 1,up,NA
GUSB,glucuronidase beta,up,NA
TOMM34,translocase of outer mitochondrial membrane 34,up,NA
OTUD5,OTU deubiquitinase 5,up,NA
G6PC2,glucose-6-phosphatase catalytic subunit 2,down,NA
ABHD14A,abhydrolase domain containing 14A,up,NA
DNAJC7,DnaJ heat shock protein family (Hsp40) member C7,up,NA
PDAP1,PDGFA associated protein 1,up,NA
SECISBP2,SECIS binding protein 2,down,NA
NCBP2AS2,NCBP2 antisense 2 (head to head),up,NA
ZBTB34,zinc finger and BTB domain containing 34,down,NA
VPS53,VPS53 subunit of GARP complex,up,NA
ANKH,ANKH inorganic pyrophosphate transport regulator,down,NA
SVIL,supervillin,down,NA
IRF9,interferon regulatory factor 9,up,NA
CDK2AP2,cyclin dependent kinase 2 associated protein 2,up,NA
VDR,vitamin D receptor,down,NA
NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,up,NA
OBSL1,obscurin like 1,up,NA
ORC5,origin recognition complex subunit 5,up,NA
PYGO2,pygopus family PHD finger 2,up,NA
MYL12A,myosin light chain 12A,down,NA
IMPDH1,inosine monophosphate dehydrogenase 1,up,NA
OST4,"oligosaccharyltransferase complex subunit 4, non-catalytic",down,NA
ARPIN,actin related protein 2/3 complex inhibitor,down,NA
ZNF397,zinc finger protein 397,down,NA
MGAT5B,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B",up,NA
CHID1,chitinase domain containing 1,up,NA
TRIOBP,TRIO and F-actin binding protein,up,NA
KREMEN1,kringle containing transmembrane protein 1,up,NA
TSR3,TSR3 ribosome maturation factor,up,NA
TRNT1,tRNA nucleotidyl transferase 1,down,NA
PRRT2,proline rich transmembrane protein 2,down,NA
NCOA1,nuclear receptor coactivator 1,down,NA
EFCC1,EF-hand and coiled-coil domain containing 1,up,NA
PSMB7,proteasome subunit beta 7,up,NA
PLCB1,phospholipase C beta 1,down,NA
CALD1,caldesmon 1,down,NA
ZNF711,zinc finger protein 711,down,NA
NAA60,"N(alpha)-acetyltransferase 60, NatF catalytic subunit",up,NA
YARS,tyrosyl-tRNA synthetase,up,NA
PHF11,PHD finger protein 11,up,NA
BSG,basigin (Ok blood group),up,NA
TMUB2,transmembrane and ubiquitin like domain containing 2,up,NA
AMHR2,anti-Mullerian hormone receptor type 2,up,NA
KIAA0895L,KIAA0895 like,up,NA
CNOT3,CCR4-NOT transcription complex subunit 3,up,NA
UGT2B11,UDP glucuronosyltransferase family 2 member B11,down,NA
GMCL1,"germ cell-less 1, spermatogenesis associated",up,NA
FAM118A,family with sequence similarity 118 member A,up,NA
NUP62CL,nucleoporin 62 C-terminal like,down,NA
ATP6V0D1,ATPase H+ transporting V0 subunit d1,up,NA
NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,up,NA
COX5A,cytochrome c oxidase subunit 5A,up,NA
LPAR4,lysophosphatidic acid receptor 4,down,NA
ARMC6,armadillo repeat containing 6,up,NA
PLD6,phospholipase D family member 6,up,NA
TBC1D9,TBC1 domain family member 9,down,NA
ATXN1L,ataxin 1 like,down,NA
C8orf58,chromosome 8 open reading frame 58,up,NA
MRPS7,mitochondrial ribosomal protein S7,up,NA
CCSAP,"centriole, cilia and spindle associated protein",down,NA
COX7C,cytochrome c oxidase subunit 7C,up,NA
CTSW,cathepsin W,up,NA
PPP2CA,protein phosphatase 2 catalytic subunit alpha,up,NA
CXXC4,CXXC finger protein 4,down,NA
CLEC4C,C-type lectin domain family 4 member C,down,NA
FHOD1,formin homology 2 domain containing 1,up,NA
FNBP1L,formin binding protein 1 like,down,NA
CD4,CD4 molecule,down,NA
CHP1,calcineurin like EF-hand protein 1,up,NA
PRDX4,peroxiredoxin 4,up,NA
ADIPOR1,adiponectin receptor 1,down,NA
PLXDC2,plexin domain containing 2,down,NA
UEVLD,UEV and lactate/malate dehyrogenase domains,down,NA
APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F,up,NA
ISG20,interferon stimulated exonuclease gene 20,up,NA
ARHGAP18,Rho GTPase activating protein 18,down,NA
SASH1,SAM and SH3 domain containing 1,down,NA
CHTF8,chromosome transmission fidelity factor 8,down,NA
RFNG,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,up,NA
SFXN1,sideroflexin 1,up,NA
FAM24B,family with sequence similarity 24 member B,down,NA
FDPS,farnesyl diphosphate synthase,up,NA
POLR3H,RNA polymerase III subunit H,up,NA
GRK3,G protein-coupled receptor kinase 3,down,NA
PLCH1,phospholipase C eta 1,down,NA
NUDT4,nudix hydrolase 4,up,NA
LRRC8A,leucine rich repeat containing 8 VRAC subunit A,up,NA
PLAAT4,phospholipase A and acyltransferase 4,up,NA
MSRB3,methionine sulfoxide reductase B3,down,NA
SLC22A17,solute carrier family 22 member 17,up,NA
G6PC3,glucose-6-phosphatase catalytic subunit 3,up,NA
C6orf226,chromosome 6 open reading frame 226,up,NA
IPCEF1,interaction protein for cytohesin exchange factors 1,down,NA
CDH5,cadherin 5,down,NA
VDAC3,voltage dependent anion channel 3,down,NA
FAAP20,FA core complex associated protein 20,up,NA
LTBP4,latent transforming growth factor beta binding protein 4,up,NA
AHSP,alpha hemoglobin stabilizing protein,up,NA
SLC40A1,solute carrier family 40 member 1,down,NA
IL3RA,interleukin 3 receptor subunit alpha,down,NA
PSMB2,proteasome subunit beta 2,up,NA
SLC35E1,solute carrier family 35 member E1,down,NA
GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,down,NA
L3MBTL2,L3MBTL histone methyl-lysine binding protein 2,down,NA
CCDC85B,coiled-coil domain containing 85B,up,NA
CDC42EP3,CDC42 effector protein 3,down,NA
USE1,unconventional SNARE in the ER 1,up,NA
SHTN1,shootin 1,down,NA
RAB3IP,RAB3A interacting protein,up,NA
PFN4,profilin family member 4,up,NA
SCP2,sterol carrier protein 2,down,NA
FAM107A,family with sequence similarity 107 member A,down,NA
ATP6V0B,ATPase H+ transporting V0 subunit b,up,NA
ZC4H2,zinc finger C4H2-type containing,down,NA
WDR41,WD repeat domain 41,down,NA
NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,up,NA
AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,up,NA
LRRK1,leucine rich repeat kinase 1,down,NA
HIST1H1B,histone cluster 1 H1 family member b,down,NA
EIF4H,eukaryotic translation initiation factor 4H,up,NA
ELP5,elongator acetyltransferase complex subunit 5,up,NA
SIVA1,SIVA1 apoptosis inducing factor,up,NA
PRDM11,PR/SET domain 11,down,NA
APIP,APAF1 interacting protein,down,NA
MANBA,mannosidase beta,down,NA
MAN1B1,mannosidase alpha class 1B member 1,up,NA
PTPN12,protein tyrosine phosphatase non-receptor type 12,down,NA
ADCK5,aarF domain containing kinase 5,up,NA
ROBO3,roundabout guidance receptor 3,up,NA
ATF2,activating transcription factor 2,down,NA
ZNF718,zinc finger protein 718,down,NA
ADAR,adenosine deaminase RNA specific,up,NA
PKN1,protein kinase N1,up,NA
HIST1H2BK,histone cluster 1 H2B family member k,down,NA
WASF3,WASP family member 3,down,NA
DGKG,diacylglycerol kinase gamma,down,NA
CPSF1,cleavage and polyadenylation specific factor 1,up,NA
RAB11FIP1,RAB11 family interacting protein 1,down,NA
ACAT2,acetyl-CoA acetyltransferase 2,up,NA
BOLA1,bolA family member 1,up,NA
FHL3,four and a half LIM domains 3,up,NA
NEDD4,NEDD4 E3 ubiquitin protein ligase,down,NA
DHX58,DExH-box helicase 58,up,NA
LIMD1,LIM domains containing 1,down,NA
PURB,purine rich element binding protein B,down,NA
IL7,interleukin 7,down,NA
RNF41,ring finger protein 41,down,NA
CXCL12,C-X-C motif chemokine ligand 12,down,NA
FAM200B,family with sequence similarity 200 member B,down,NA
DTX3L,deltex E3 ubiquitin ligase 3L,up,NA
TSEN34,tRNA splicing endonuclease subunit 34,up,NA
SRRT,"serrate, RNA effector molecule",up,NA
CLPTM1L,CLPTM1 like,up,NA
JUND,"JunD proto-oncogene, AP-1 transcription factor subunit",up,NA
SRRD,SRR1 domain containing,up,NA
VPS4A,vacuolar protein sorting 4 homolog A,up,NA
HMBS,hydroxymethylbilane synthase,up,NA
CLK3,CDC like kinase 3,up,NA
OSER1,oxidative stress responsive serine rich 1,up,NA
ASXL2,ASXL transcriptional regulator 2,down,NA
AC011043.1,uncharacterized LOC389831,down,NA
PSMD7,"proteasome 26S subunit, non-ATPase 7",up,NA
GSDMD,gasdermin D,up,NA
LARP1,La ribonucleoprotein domain family member 1,up,NA
JCAD,junctional cadherin 5 associated,down,NA
WNT5B,Wnt family member 5B,up,NA
TREM1,triggering receptor expressed on myeloid cells 1,down,NA
ALDH16A1,aldehyde dehydrogenase 16 family member A1,up,NA
TOM1L2,target of myb1 like 2 membrane trafficking protein,up,NA
ZHX1-C8orf76,ZHX1-C8orf76 readthrough,up,NA
RFX3,regulatory factor X3,down,NA
ROCK1,Rho associated coiled-coil containing protein kinase 1,down,NA
JCHAIN,joining chain of multimeric IgA and IgM,up,NA
ARL13B,ADP ribosylation factor like GTPase 13B,down,NA
TOMM5,translocase of outer mitochondrial membrane 5,up,NA
NKIRAS1,NFKB inhibitor interacting Ras like 1,up,NA
METTL9,methyltransferase like 9,down,NA
CHCHD1,coiled-coil-helix-coiled-coil-helix domain containing 1,up,NA
TMEM134,transmembrane protein 134,up,NA
MED13,mediator complex subunit 13,down,NA
CCDC174,coiled-coil domain containing 174,up,NA
PPP2R1B,protein phosphatase 2 scaffold subunit Abeta,up,NA
CLINT1,clathrin interactor 1,down,NA
SLC38A2,solute carrier family 38 member 2,down,NA
TIMM13,translocase of inner mitochondrial membrane 13,up,NA
TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1,up,NA
TECR,"trans-2,3-enoyl-CoA reductase",up,NA
RASSF1,Ras association domain family member 1,up,NA
HSPA12B,heat shock protein family A (Hsp70) member 12B,down,NA
PREPL,prolyl endopeptidase like,down,NA
SEPTIN10,septin 10,down,NA
PTPN18,protein tyrosine phosphatase non-receptor type 18,down,NA
EFNB2,ephrin B2,down,NA
ZNF580,zinc finger protein 580,up,NA
PPP4R3B,protein phosphatase 4 regulatory subunit 3B,down,NA
HSPA1A,heat shock protein family A (Hsp70) member 1A,up,NA
PHLDA1,pleckstrin homology like domain family A member 1,up,NA
LYN,"LYN proto-oncogene, Src family tyrosine kinase",down,NA
NFYB,nuclear transcription factor Y subunit beta,down,NA
DCTN2,dynactin subunit 2,up,NA
GLCE,glucuronic acid epimerase,down,NA
USP1,ubiquitin specific peptidase 1,down,NA
GIPC3,GIPC PDZ domain containing family member 3,up,NA
VEPH1,ventricular zone expressed PH domain containing 1,down,NA
MBTD1,mbt domain containing 1,down,NA
CFAP161,cilia and flagella associated protein 161,down,NA
PIAS2,protein inhibitor of activated STAT 2,down,NA
MRPS18A,mitochondrial ribosomal protein S18A,up,NA
PNPO,pyridoxamine 5'-phosphate oxidase,up,NA
GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,down,NA
ECH1,enoyl-CoA hydratase 1,up,NA
AP5Z1,adaptor related protein complex 5 subunit zeta 1,up,NA
IRF2,interferon regulatory factor 2,down,NA
KITLG,KIT ligand,down,NA
USF2,"upstream transcription factor 2, c-fos interacting",down,NA
SURF4,surfeit 4,up,NA
LSR,lipolysis stimulated lipoprotein receptor,down,NA
KPNB1,karyopherin subunit beta 1,up,NA
CIITA,class II major histocompatibility complex transactivator,down,NA
NMRAL1,NmrA like redox sensor 1,up,NA
RBMS2,RNA binding motif single stranded interacting protein 2,down,NA
MFSD6,major facilitator superfamily domain containing 6,down,NA
CTNND1,catenin delta 1,down,NA
NIPSNAP3B,nipsnap homolog 3B,down,NA
SHFL,shiftless antiviral inhibitor of ribosomal frameshifting,up,NA
UBE2V2,ubiquitin conjugating enzyme E2 V2,down,NA
AL136531.2,novel protein,down,NA
